materials,property,LSm,HSm,dCSm,pCHa,FLs,ECSm,EISm,EASm,EFs,AEAHa,RSm,ARpHa,MdLSm,DSm,AqHa,ENSm,NdSm
NNCP-1-Co,0.35896,-3.9152,-3.9463,-1.6744,-3.57081,-3.3141,-5.1966,7.881,0.66,4.79915,0.62161,1.35,0.667,5.1,8.9,0.591,1.88,7.0
NNCP-1-Cu,-0.10836,-3.9515,-4.7251,-2.3336,-3.57081,-3.3141,-3.0383,7.727,1.227,4.79915,0.62161,1.35,0.667,4.55,8.96,0.591,1.9,10.0
NNCP-1-Fe,0.02633,-4.2604,-4.3671,-1.1981,-3.57081,-3.3141,-4.8008,7.903,0.163,4.79915,0.62161,1.4,0.667,4.93,7.874,0.591,1.83,6.0
NNCP-1-Hf,-2.10644,-2.9349,-4.3792,2.1396,-3.57081,-3.3141,-6.4029,6.825,0.0,4.79915,0.62161,1.55,0.667,3.55,13.31,0.591,1.3,2.0
NNCP-1-Hg,-0.14045,-0.7065,-6.681,-6.1561,-3.57081,-3.3141,0.3374,10.438,0.0,4.79915,0.62161,1.5,0.667,4.2,13.534,0.591,2.0,10.0
NNCP-1-Ir,0.64356,-4.9944,-5.0181,-2.4149,-3.57081,-3.3141,-7.0859,9.12,1.57,4.79915,0.62161,1.35,0.667,5.55,22.56,0.591,2.2,7.0
NNCP-1-Mn,-0.12954,-3.4853,-4.3042,-0.5789,-3.57081,-3.3141,-3.1315,7.434,0.0,4.79915,0.62161,1.4,0.667,4.45,7.47,0.591,1.55,5.0
NNCP-1-Ni,0.65304,-3.7066,-3.88,-1.5395,-3.57081,-3.3141,-4.4744,7.64,1.16,4.79915,0.62161,1.35,0.667,5.2,8.908,0.591,1.91,8.0
NNCP-1-Pd,0.44553,-3.2381,-3.9768,-1.4843,-3.57081,-3.3141,-3.0964,8.337,0.557,4.79915,0.62161,1.4,0.667,5.45,12.023,0.591,2.2,10.0
NNCP-1-Pt,0.47509,-4.9378,-5.5279,-2.3468,-3.57081,-3.3141,-4.9436,9.02,2.128,4.79915,0.62161,1.35,0.667,5.65,21.45,0.591,2.28,9.0
NNCP-1-Rh,0.74831,-3.2357,-3.9932,-1.7582,-3.57081,-3.3141,-5.4804,7.459,1.137,4.79915,0.62161,1.35,0.667,5.4,12.45,0.591,2.28,8.0
NNCP-1-Ru,-0.00972,-3.7016,-4.6195,-1.515,-3.57081,-3.3141,-6.5823,7.361,1.05,4.79915,0.62161,1.3,0.667,5.4,12.37,0.591,2.2,7.0
NNCP-1-Sc,-1.44986,-3.2576,-3.8073,2.2982,-3.57081,-3.3141,-4.1601,6.562,0.188,4.79915,0.62161,1.6,0.667,3.25,2.985,0.591,1.36,1.0
NNCP-1-Ti,-1.83714,-2.8395,-2.8715,1.57,-3.57081,-3.3141,-5.4049,6.828,0.079,4.79915,0.62161,1.4,0.667,3.65,4.507,0.591,1.54,2.0
NNCP-1-V,-1.55773,-1.7318,-2.8683,1.1689,-3.57081,-3.3141,-5.0589,6.746,0.524,4.79915,0.62161,1.35,0.667,4.25,6.11,0.591,1.63,3.0
NNCP-1-Y,-1.51646,-2.4603,-3.602,2.5942,-3.57081,-3.3141,-4.2729,6.22,0.307,4.79915,0.62161,1.8,0.667,3.2,4.472,0.591,1.22,1.0
NNCP-1-Zn,0.19068,-0.6498,-5.8522,-6.6672,-3.57081,-3.3141,-0.717,9.394,0.0,4.79915,0.62161,1.35,0.667,4.1,7.14,0.591,1.65,10.0
NNCP-1-Zr,-1.74335,-2.7471,-2.8313,1.7376,-3.57081,-3.3141,-6.2538,6.634,0.426,4.79915,0.62161,1.55,0.667,3.4,6.511,0.591,1.33,2.0
NNCS-1-Ag,0.73502,-3.8403,-4.5659,-3.7706,-3.28176,-3.4321,1.6894,7.576,1.302,-2.0183,0.0,5.71049,0.63625,8.02125,10.49,0.45,1.05563,0.75
NNCS-1-Au,0.68366,-5.2426,-5.9456,-3.2861,-3.28176,-3.4321,2.3423,9.225,2.309,-2.4188,0.0,5.71049,0.63625,8.02125,19.3,0.15,1.05563,0.75
NNCS-1-Cd,0.38284,-0.7368,-5.4994,-7.6339,-3.28176,-3.4321,0.0767,8.994,0.0,-0.3509,0.0,5.71049,0.63625,8.02125,8.65,0.05,1.05563,0.75
NNCS-1-Co,0.78396,-3.9152,-3.9463,-1.6744,-3.28176,-3.4321,1.3163,7.881,0.66,-5.1966,0.0,5.71049,0.63625,8.02125,8.9,0.1,1.05563,0.75
NNCS-1-Cr,-0.22444,-1.6383,-3.5634,-0.0056,-3.28176,-3.4321,1.5754,6.767,0.666,-3.5882,0.0,5.71049,0.63625,8.02125,7.19,0.65,1.05563,0.75
NNCS-1-Cu,0.215,-3.9515,-4.7251,-2.3336,-3.28176,-3.4321,2.0832,7.727,1.227,-3.0383,0.0,5.71049,0.63625,8.02125,8.96,0.55,1.05563,0.75
NNCS-1-Fe,0.35159,-4.2604,-4.3671,-1.1981,-3.28176,-3.4321,1.223,7.903,0.163,-4.8008,0.0,5.71049,0.63625,8.02125,7.874,0.93,1.05563,0.75
NNCS-1-Hf,-2.52047,-2.9349,-4.3792,2.1396,-3.28176,-3.4321,3.3995,6.825,0.0,-6.4029,0.0,5.71049,0.63625,8.02125,13.31,0.55,1.05563,0.75
NNCS-1-Hg,0.48393,-0.7065,-6.681,-6.1561,-3.28176,-3.4321,0.084,10.438,0.0,0.3374,0.0,5.71049,0.63625,8.02125,13.534,0.2,1.05563,0.75
NNCS-1-Ir,0.76731,-4.9944,-5.0181,-2.4149,-3.28176,-3.4321,3.7415,9.12,1.57,-7.0859,0.0,5.71049,0.63625,8.02125,22.56,0.55,1.05563,0.75
NNCS-1-Mn,0.06621,-3.4853,-4.3042,-0.5789,-3.28176,-3.4321,0.6426,7.434,0.0,-3.1315,0.0,5.71049,0.63625,8.02125,7.47,0.45,1.05563,0.75
NNCS-1-Ni,0.0518,-3.7066,-3.88,-1.5395,-3.28176,-3.4321,2.1143,7.64,1.16,-4.4744,0.0,5.71049,0.63625,8.02125,8.908,0.2,1.05563,0.75
NNCS-1-Pd,-0.44927,-3.2381,-3.9768,-1.4843,-3.28176,-3.4321,1.4095,8.337,0.557,-3.0964,0.0,5.71049,0.63625,8.02125,12.023,0.45,1.05563,0.75
NNCS-1-Pt,-0.54891,-4.9378,-5.5279,-2.3468,-3.28176,-3.4321,3.1818,9.02,2.128,-4.9436,0.0,5.71049,0.63625,8.02125,21.45,0.65,1.05563,0.75
NNCS-1-Rh,0.93324,-3.2357,-3.9932,-1.7582,-3.28176,-3.4321,2.446,7.459,1.137,-5.4804,0.0,5.71049,0.63625,8.02125,12.45,0.4,1.05563,0.75
NNCS-1-Ru,0.14569,-3.7016,-4.6195,-1.515,-3.28176,-3.4321,2.0003,7.361,1.05,-6.5823,0.0,5.71049,0.63625,8.02125,12.37,0.4,1.05563,0.75
NNCS-1-Sc,-1.44148,-3.2576,-3.8073,2.2982,-3.28176,-3.4321,1.6894,6.562,0.188,-4.1601,0.0,5.71049,0.63625,8.02125,2.985,0.25,1.05563,0.75
NNCS-1-Ti,-1.76239,-2.8395,-2.8715,1.57,-3.28176,-3.4321,1.223,6.828,0.079,-5.4049,0.0,5.71049,0.63625,8.02125,4.507,0.65,1.05563,0.75
NNCS-1-Y,-1.38891,-2.4603,-3.602,2.5942,-3.28176,-3.4321,2.7984,6.22,0.307,-4.2729,0.0,5.71049,0.63625,8.02125,4.472,0.2,1.05563,0.75
NNCS-1-Zn,0.6097,-0.6498,-5.8522,-6.6672,-3.28176,-3.4321,0.228,9.394,0.0,-0.717,0.0,5.71049,0.63625,8.02125,7.14,0.1,1.05563,0.75
NNCS-1-Zr,-2.13879,-2.7471,-2.8313,1.7376,-3.28176,-3.4321,3.0886,6.634,0.426,-6.2538,0.0,5.71049,0.63625,8.02125,6.511,0.4,1.05563,0.75
