metal,coord,structure,variant
Ir,4,Ir_B1P2S1-opp,-opp
Ir,4,Ir_B1P2S1-pen,-pen
Ir,4,Ir_B1P3,
Ir,4,Ir_B1S3,
Ir,4,Ir_B2C1N1-hex,-hex
Ir,4,Ir_B2C1N1-opp,-opp
Ir,4,Ir_B2C1N1-pen,-pen
Ir,4,Ir_B2C1O1-hex,-hex
Ir,4,Ir_B2C1O1-opp,-opp
Ir,4,Ir_B2C1O1-pen,-pen
Ir,4,Ir_B2C1P1-hex,-hex
Ir,4,Ir_B2C1P1-opp,-opp
Ir,4,Ir_B2C1P1-pen,-pen
Ir,4,Ir_B2C1S1-hex,-hex
Ir,4,Ir_B2C1S1-opp,-opp
Ir,4,Ir_B2C1S1-pen,-pen
Ir,4,Ir_B2C2-hex,-hex
Ir,4,Ir_B2C2-opp,-opp
Ir,4,Ir_B2C2-pen,-pen
Ir,4,Ir_B2N1O1-hex,-hex
Ir,4,Ir_B2N1O1-opp,-opp
Ir,4,Ir_B2N1O1-pen,-pen
Ir,4,Ir_B2N1P1-hex,-hex
Ir,4,Ir_B2N1P1-opp,-opp
Ir,4,Ir_B2N1P1-pen,-pen
Ir,4,Ir_B2N1S1-hex,-hex
Ir,4,Ir_B2N1S1-opp,-opp
Ir,4,Ir_B2N1S1-pen,-pen
Ir,4,Ir_B2N2-hex,-hex
Ir,4,Ir_B2N2-opp,-opp
Ir,4,Ir_B2N2-pen,-pen
Ir,4,Ir_B2O1P1-hex,-hex
Ir,4,Ir_B2O1P1-opp,-opp
Ir,4,Ir_B2O1P1-pen,-pen
Ir,4,Ir_B2O1S1-hex,-hex
Ir,4,Ir_B2O1S1-opp,-opp
Ir,4,Ir_B2O1S1-pen,-pen
Ir,4,Ir_B2O2-hex,-hex
Ir,4,Ir_B2O2-opp,-opp
Ir,4,Ir_B2O2-pen,-pen
Ir,4,Ir_B2P1S1-hex,-hex
Ir,4,Ir_B2P1S1-opp,-opp
Ir,4,Ir_B2P1S1-pen,-pen
Ir,4,Ir_B2P2-hex,-hex
Ir,4,Ir_B2P2-opp,-opp
Ir,4,Ir_B2P2-pen,-pen
Ir,4,Ir_B2S2-hex,-hex
Ir,4,Ir_B2S2-opp,-opp
Ir,4,Ir_B2S2-pen,-pen
Ir,4,Ir_B3C1,
Ir,4,Ir_B3N1,
Ir,4,Ir_B3O1,
Ir,4,Ir_B3P1,
Ir,4,Ir_B3S1,
Ir,4,Ir_B4,
Ir,4,Ir_C1N1O1P1,
Ir,4,Ir_C1N1O1S1,
Ir,4,Ir_C1N1O2-hex,-hex
Ir,4,Ir_C1N1O2-opp,-opp
Ir,4,Ir_C1N1O2-pen,-pen
Ir,4,Ir_C1N1P1S1,
Ir,4,Ir_C1N1P2-hex,-hex
Ir,4,Ir_C1N1P2-opp,-opp
Ir,4,Ir_C1N1P2-pen,-pen
Ir,4,Ir_C1N1S2-hex,-hex
Ir,4,Ir_C1N1S2-opp,-opp
Ir,4,Ir_C1N1S2-pen,-pen
Ir,4,Ir_C1N2O1-hex,-hex
Ir,4,Ir_C1N2O1-opp,-opp
Ir,4,Ir_C1N2O1-pen,-pen
Ir,4,Ir_C1N2P1-hex,-hex
Ir,4,Ir_C1N2P1-opp,-opp
Ir,4,Ir_C1N2P1-pen,-pen
Ir,4,Ir_C1N2S1-hex,-hex
Ir,4,Ir_C1N2S1-opp,-opp
Ir,4,Ir_C1N2S1-pen,-pen
Ir,4,Ir_C1N3,
Ir,4,Ir_C1O1P1S1,
Ir,4,Ir_C1O1P2-hex,-hex
Ir,4,Ir_C1O1P2-opp,-opp
Ir,4,Ir_C1O1P2-pen,-pen
Ir,4,Ir_C1O1S2-hex,-hex
Ir,4,Ir_C1O1S2-opp,-opp
Ir,4,Ir_C1O1S2-pen,-pen
Ir,4,Ir_C1O2P1-hex,-hex
Ir,4,Ir_C1O2P1-opp,-opp
Ir,4,Ir_C1O2P1-pen,-pen
Ir,4,Ir_C1O2S1-hex,-hex
Ir,4,Ir_C1O2S1-opp,-opp
Ir,4,Ir_C1O2S1-pen,-pen
Ir,4,Ir_C1O3,
Ir,4,Ir_C1P1S2-hex,-hex
Ir,4,Ir_C1P1S2-opp,-opp
Ir,4,Ir_C1P1S2-pen,-pen
Ir,4,Ir_C1P2S1-hex,-hex
Ir,4,Ir_C1P2S1-opp,-opp
Ir,4,Ir_C1P2S1-pen,-pen
Ir,4,Ir_C1P3,
Ir,4,Ir_C1S3,
Ir,4,Ir_C2N1O1-hex,-hex
Ir,4,Ir_C2N1O1-opp,-opp
Ir,4,Ir_C2N1O1-pen,-pen
Ir,4,Ir_C2N1P1-hex,-hex
Ir,4,Ir_C2N1P1-opp,-opp
Ir,4,Ir_C2N1P1-pen,-pen
Ir,4,Ir_C2N1S1-hex,-hex
Ir,4,Ir_C2N1S1-opp,-opp
Ir,4,Ir_C2N1S1-pen,-pen
Ir,4,Ir_C2N2-hex,-hex
Ir,4,Ir_C2N2-opp,-opp
Ir,4,Ir_C2N2-pen,-pen
Ir,4,Ir_C2O1P1-hex,-hex
Ir,4,Ir_C2O1P1-opp,-opp
Ir,4,Ir_C2O1P1-pen,-pen
Ir,4,Ir_C2O1S1-hex,-hex
Ir,4,Ir_C2O1S1-opp,-opp
Ir,4,Ir_C2O1S1-pen,-pen
Ir,4,Ir_C2O2-hex,-hex
Ir,4,Ir_C2O2-opp,-opp
Ir,4,Ir_C2O2-pen,-pen
Ir,4,Ir_C2P1S1-hex,-hex
Ir,4,Ir_C2P1S1-opp,-opp
Ir,4,Ir_C2P1S1-pen,-pen
Ir,4,Ir_C2P2-hex,-hex
Ir,4,Ir_C2P2-opp,-opp
Ir,4,Ir_C2P2-pen,-pen
Ir,4,Ir_C2S2-hex,-hex
Ir,4,Ir_C2S2-opp,-opp
Ir,4,Ir_C2S2-pen,-pen
Ir,4,Ir_C3N1,
Ir,4,Ir_C3O1,
Ir,4,Ir_C3P1,
Ir,4,Ir_C3S1,
Ir,4,Ir_C4,
Ir,4,Ir_N1O1P1S1,
Ir,4,Ir_N1O1P2-hex,-hex
Ir,4,Ir_N1O1P2-opp,-opp
Ir,4,Ir_N1O1P2-pen,-pen
Ir,4,Ir_N1O1S2-hex,-hex
Ir,4,Ir_N1O1S2-opp,-opp
Ir,4,Ir_N1O1S2-pen,-pen
Ir,4,Ir_N1O2P1-hex,-hex
Ir,4,Ir_N1O2P1-opp,-opp
Ir,4,Ir_N1O2P1-pen,-pen
Ir,4,Ir_N1O2S1-hex,-hex
Ir,4,Ir_N1O2S1-opp,-opp
Ir,4,Ir_N1O2S1-pen,-pen
Ir,4,Ir_N1O3,
Ir,4,Ir_N1P1S2-hex,-hex
Ir,4,Ir_N1P1S2-opp,-opp
Ir,4,Ir_N1P1S2-pen,-pen
Ir,4,Ir_N1P2S1-hex,-hex
Ir,4,Ir_N1P2S1-opp,-opp
Ir,4,Ir_N1P2S1-pen,-pen
Ir,4,Ir_N1P3,
Ir,4,Ir_N1S3,
Ir,4,Ir_N2O1P1-hex,-hex
Ir,4,Ir_N2O1P1-opp,-opp
Ir,4,Ir_N2O1P1-pen,-pen
Ir,4,Ir_N2O1S1-hex,-hex
Ir,4,Ir_N2O1S1-opp,-opp
Ir,4,Ir_N2O1S1-pen,-pen
Ir,4,Ir_N2O2-hex,-hex
Ir,4,Ir_N2O2-opp,-opp
Ir,4,Ir_N2O2-pen,-pen
Ir,4,Ir_N2P1S1-hex,-hex
Ir,4,Ir_N2P1S1-opp,-opp
Ir,4,Ir_N2P1S1-pen,-pen
Ir,4,Ir_N2P2-hex,-hex
Ir,4,Ir_N2P2-opp,-opp
Ir,4,Ir_N2P2-pen,-pen
Ir,4,Ir_N2S2-hex,-hex
Ir,4,Ir_N2S2-opp,-opp
Ir,4,Ir_N2S2-pen,-pen
Ir,4,Ir_N3O1,
Ir,4,Ir_N3P1,
Ir,4,Ir_N3S1,
Ir,4,Ir_N4,
Ir,4,Ir_O1P1S2-hex,-hex
Ir,4,Ir_O1P1S2-opp,-opp
Ir,4,Ir_O1P1S2-pen,-pen
Ir,4,Ir_O1P2S1-hex,-hex
Ir,4,Ir_O1P2S1-opp,-opp
Ir,4,Ir_O1P2S1-pen,-pen
Ir,4,Ir_O1P3,
Ir,4,Ir_O1S3,
Ir,4,Ir_O2P1S1-hex,-hex
Ir,4,Ir_O2P1S1-opp,-opp
Ir,4,Ir_O2P1S1-pen,-pen
Ir,4,Ir_O2P2-hex,-hex
Ir,4,Ir_O2P2-opp,-opp
Ir,4,Ir_O2P2-pen,-pen
Ir,4,Ir_O2S2-hex,-hex
Ir,4,Ir_O2S2-opp,-opp
Ir,4,Ir_O2S2-pen,-pen
Ir,4,Ir_O3P1,
Ir,4,Ir_O3S1,
Ir,4,Ir_O4,
Ir,4,Ir_P1S3,
Ir,4,Ir_P2S2-hex,-hex
Ir,4,Ir_P2S2-opp,-opp
Ir,4,Ir_P2S2-pen,-pen
Ir,4,Ir_P3S1,
Ir,4,Ir_P4,
Ir,4,Ir_S4,
Mn,3,Mn_B1C1N1,
Mn,3,Mn_B1C1O1,
Mn,3,Mn_B1C1P1,
Mn,3,Mn_B1C1S1,
Mn,3,Mn_B1C2,
Mn,3,Mn_B1N1O1,
Mn,3,Mn_B1N1P1,
Mn,3,Mn_B1N1S1,
Mn,3,Mn_B1N2,
Mn,3,Mn_B1O1P1,
Mn,3,Mn_B1O1S1,
Mn,3,Mn_B1O2,
Mn,3,Mn_B1P1S1,
Mn,3,Mn_B1P2,
Mn,3,Mn_B1S2,
Mn,3,Mn_B2C1,
Mn,3,Mn_B2N1,
Mn,3,Mn_B2O1,
Mn,3,Mn_B2P1,
Mn,3,Mn_B2S1,
Mn,3,Mn_B3,
Mn,3,Mn_C1N1O1,
Mn,3,Mn_C1N1P1,
Mn,3,Mn_C1N1S1,
Mn,3,Mn_C1N2,
Mn,3,Mn_C1O1P1,
Mn,3,Mn_C1O1S1,
Mn,3,Mn_C1O2,
Mn,3,Mn_C1P1S1,
Mn,3,Mn_C1P2,
Mn,3,Mn_C1S2,
Mn,3,Mn_C2N1,
Mn,3,Mn_C2O1,
Mn,3,Mn_C2P1,
Mn,3,Mn_C2S1,
Mn,3,Mn_C3,
Mn,3,Mn_N1O1P1,
Mn,3,Mn_N1O1S1,
Mn,3,Mn_N1O2,
Mn,3,Mn_N1P1S1,
Mn,3,Mn_N1P2,
Mn,3,Mn_N1S2,
Mn,3,Mn_N2O1,
Mn,3,Mn_N2P1,
Mn,3,Mn_N2S1,
Mn,3,Mn_N3,
Mn,3,Mn_O1P1S1,
Mn,3,Mn_O1P2,
Mn,3,Mn_O1S2,
Mn,3,Mn_O2P1,
Mn,3,Mn_O2S1,
Mn,3,Mn_O3,
Mn,3,Mn_P1S2,
Mn,3,Mn_P2S1,
Mn,3,Mn_P3,
Mn,3,Mn_S3,
Mn,4,Mn_B1C1N1O1,
Mn,4,Mn_B1C1N1P1,
Mn,4,Mn_B1C1N1S1,
Mn,4,Mn_B1C1N2-hex,-hex
Mn,4,Mn_B1C1N2-opp,-opp
Mn,4,Mn_B1C1N2-pen,-pen
Mn,4,Mn_B1C1O1P1,
Mn,4,Mn_B1C1O1S1,
Mn,4,Mn_B1C1O2-hex,-hex
Mn,4,Mn_B1C1O2-opp,-opp
Mn,4,Mn_B1C1O2-pen,-pen
Mn,4,Mn_B1C1P1S1,
Mn,4,Mn_B1C1P2-hex,-hex
Mn,4,Mn_B1C1P2-opp,-opp
Mn,4,Mn_B1C1P2-pen,-pen
Mn,4,Mn_B1C1S2-hex,-hex
Mn,4,Mn_B1C1S2-opp,-opp
Mn,4,Mn_B1C1S2-pen,-pen
Mn,4,Mn_B1C2N1-hex,-hex
Mn,4,Mn_B1C2N1-opp,-opp
Mn,4,Mn_B1C2N1-pen,-pen
Mn,4,Mn_B1C2O1-hex,-hex
Mn,4,Mn_B1C2O1-opp,-opp
Mn,4,Mn_B1C2O1-pen,-pen
Mn,4,Mn_B1C2P1-hex,-hex
Mn,4,Mn_B1C2P1-opp,-opp
Mn,4,Mn_B1C2P1-pen,-pen
Mn,4,Mn_B1C2S1-hex,-hex
Mn,4,Mn_B1C2S1-opp,-opp
Mn,4,Mn_B1C2S1-pen,-pen
Mn,4,Mn_B1C3,
Mn,4,Mn_B1N1O1P1,
Mn,4,Mn_B1N1O1S1,
Mn,4,Mn_B1N1O2-hex,-hex
Mn,4,Mn_B1N1O2-opp,-opp
Mn,4,Mn_B1N1O2-pen,-pen
Mn,4,Mn_B1N1P1S1,
Mn,4,Mn_B1N1P2-hex,-hex
Mn,4,Mn_B1N1P2-opp,-opp
Mn,4,Mn_B1N1P2-pen,-pen
Mn,4,Mn_B1N1S2-hex,-hex
Mn,4,Mn_B1N1S2-opp,-opp
Mn,4,Mn_B1N1S2-pen,-pen
Mn,4,Mn_B1N2O1-hex,-hex
Mn,4,Mn_B1N2O1-opp,-opp
Mn,4,Mn_B1N2O1-pen,-pen
Mn,4,Mn_B1N2P1-hex,-hex
Mn,4,Mn_B1N2P1-opp,-opp
Mn,4,Mn_B1N2P1-pen,-pen
Mn,4,Mn_B1N2S1-hex,-hex
Mn,4,Mn_B1N2S1-opp,-opp
Mn,4,Mn_B1N2S1-pen,-pen
Mn,4,Mn_B1N3,
Mn,4,Mn_B1O1P1S1,
Mn,4,Mn_B1O1P2-hex,-hex
Mn,4,Mn_B1O1P2-opp,-opp
Mn,4,Mn_B1O1P2-pen,-pen
Mn,4,Mn_B1O1S2-hex,-hex
Mn,4,Mn_B1O1S2-opp,-opp
Mn,4,Mn_B1O1S2-pen,-pen
Mn,4,Mn_B1O2P1-hex,-hex
Mn,4,Mn_B1O2P1-opp,-opp
Mn,4,Mn_B1O2P1-pen,-pen
Mn,4,Mn_B1O2S1-hex,-hex
Mn,4,Mn_B1O2S1-opp,-opp
Mn,4,Mn_B1O2S1-pen,-pen
Mn,4,Mn_B1O3,
Mn,4,Mn_B1P1S2-hex,-hex
Mn,4,Mn_B1P1S2-opp,-opp
Mn,4,Mn_B1P1S2-pen,-pen
Mn,4,Mn_B1P2S1-hex,-hex
Mn,4,Mn_B1P2S1-opp,-opp
Mn,4,Mn_B1P2S1-pen,-pen
Mn,4,Mn_B1P3,
Mn,4,Mn_B1S3,
Mn,4,Mn_B2C1N1-hex,-hex
Mn,4,Mn_B2C1N1-opp,-opp
Mn,4,Mn_B2C1N1-pen,-pen
Mn,4,Mn_B2C1O1-hex,-hex
Mn,4,Mn_B2C1O1-opp,-opp
Mn,4,Mn_B2C1O1-pen,-pen
Mn,4,Mn_B2C1P1-hex,-hex
Mn,4,Mn_B2C1P1-opp,-opp
Mn,4,Mn_B2C1P1-pen,-pen
Mn,4,Mn_B2C1S1-hex,-hex
Mn,4,Mn_B2C1S1-opp,-opp
Mn,4,Mn_B2C1S1-pen,-pen
Mn,4,Mn_B2C2-hex,-hex
Mn,4,Mn_B2C2-opp,-opp
Mn,4,Mn_B2C2-pen,-pen
Mn,4,Mn_B2N1O1-hex,-hex
Mn,4,Mn_B2N1O1-opp,-opp
Mn,4,Mn_B2N1O1-pen,-pen
Mn,4,Mn_B2N1P1-hex,-hex
Mn,4,Mn_B2N1P1-opp,-opp
Mn,4,Mn_B2N1P1-pen,-pen
Mn,4,Mn_B2N1S1-hex,-hex
Mn,4,Mn_B2N1S1-opp,-opp
Mn,4,Mn_B2N1S1-pen,-pen
Mn,4,Mn_B2N2-hex,-hex
Mn,4,Mn_B2N2-opp,-opp
Mn,4,Mn_B2N2-pen,-pen
Mn,4,Mn_B2O1P1-hex,-hex
Mn,4,Mn_B2O1P1-opp,-opp
Mn,4,Mn_B2O1P1-pen,-pen
Mn,4,Mn_B2O1S1-hex,-hex
Mn,4,Mn_B2O1S1-opp,-opp
Mn,4,Mn_B2O1S1-pen,-pen
Mn,4,Mn_B2O2-hex,-hex
Mn,4,Mn_B2O2-opp,-opp
Mn,4,Mn_B2O2-pen,-pen
Mn,4,Mn_B2P1S1-hex,-hex
Mn,4,Mn_B2P1S1-opp,-opp
Mn,4,Mn_B2P1S1-pen,-pen
Mn,4,Mn_B2P2-hex,-hex
Mn,4,Mn_B2P2-opp,-opp
Mn,4,Mn_B2P2-pen,-pen
Mn,4,Mn_B2S2-hex,-hex
Mn,4,Mn_B2S2-opp,-opp
Mn,4,Mn_B2S2-pen,-pen
Mn,4,Mn_B3C1,
Mn,4,Mn_B3N1,
Mn,4,Mn_B3O1,
Mn,4,Mn_B3P1,
Mn,4,Mn_B3S1,
Mn,4,Mn_B4,
Mn,4,Mn_C1N1O1P1,
Mn,4,Mn_C1N1O1S1,
Mn,4,Mn_C1N1O2-hex,-hex
Mn,4,Mn_C1N1O2-opp,-opp
Mn,4,Mn_C1N1O2-pen,-pen
Mn,4,Mn_C1N1P1S1,
Mn,4,Mn_C1N1P2-hex,-hex
Mn,4,Mn_C1N1P2-opp,-opp
Mn,4,Mn_C1N1P2-pen,-pen
Mn,4,Mn_C1N1S2-hex,-hex
Mn,4,Mn_C1N1S2-opp,-opp
Mn,4,Mn_C1N1S2-pen,-pen
Mn,4,Mn_C1N2O1-hex,-hex
Mn,4,Mn_C1N2O1-opp,-opp
Mn,4,Mn_C1N2O1-pen,-pen
Mn,4,Mn_C1N2P1-hex,-hex
Mn,4,Mn_C1N2P1-opp,-opp
Mn,4,Mn_C1N2P1-pen,-pen
Mn,4,Mn_C1N2S1-hex,-hex
Mn,4,Mn_C1N2S1-opp,-opp
Mn,4,Mn_C1N2S1-pen,-pen
Mn,4,Mn_C1N3,
Mn,4,Mn_C1O1P1S1,
Mn,4,Mn_C1O1P2-hex,-hex
Mn,4,Mn_C1O1P2-opp,-opp
Mn,4,Mn_C1O1P2-pen,-pen
Mn,4,Mn_C1O1S2-hex,-hex
Mn,4,Mn_C1O1S2-opp,-opp
Mn,4,Mn_C1O1S2-pen,-pen
Mn,4,Mn_C1O2P1-hex,-hex
Mn,4,Mn_C1O2P1-opp,-opp
Mn,4,Mn_C1O2P1-pen,-pen
Mn,4,Mn_C1O2S1-hex,-hex
Mn,4,Mn_C1O2S1-opp,-opp
Mn,4,Mn_C1O2S1-pen,-pen
Mn,4,Mn_C1O3,
Mn,4,Mn_C1P1S2-hex,-hex
Mn,4,Mn_C1P1S2-opp,-opp
Mn,4,Mn_C1P1S2-pen,-pen
Mn,4,Mn_C1P2S1-hex,-hex
Mn,4,Mn_C1P2S1-opp,-opp
Mn,4,Mn_C1P2S1-pen,-pen
Mn,4,Mn_C1P3,
Mn,4,Mn_C1S3,
Mn,4,Mn_C2N1O1-hex,-hex
Mn,4,Mn_C2N1O1-opp,-opp
Mn,4,Mn_C2N1O1-pen,-pen
Mn,4,Mn_C2N1P1-hex,-hex
Mn,4,Mn_C2N1P1-opp,-opp
Mn,4,Mn_C2N1P1-pen,-pen
Mn,4,Mn_C2N1S1-hex,-hex
Mn,4,Mn_C2N1S1-opp,-opp
Mn,4,Mn_C2N1S1-pen,-pen
Mn,4,Mn_C2N2-hex,-hex
Mn,4,Mn_C2N2-opp,-opp
Mn,4,Mn_C2N2-pen,-pen
Mn,4,Mn_C2O1P1-hex,-hex
Mn,4,Mn_C2O1P1-opp,-opp
Mn,4,Mn_C2O1P1-pen,-pen
Mn,4,Mn_C2O1S1-hex,-hex
Mn,4,Mn_C2O1S1-opp,-opp
Mn,4,Mn_C2O1S1-pen,-pen
Mn,4,Mn_C2O2-hex,-hex
Mn,4,Mn_C2O2-opp,-opp
Mn,4,Mn_C2O2-pen,-pen
Mn,4,Mn_C2P1S1-hex,-hex
Mn,4,Mn_C2P1S1-opp,-opp
Mn,4,Mn_C2P1S1-pen,-pen
Mn,4,Mn_C2P2-hex,-hex
Mn,4,Mn_C2P2-opp,-opp
Mn,4,Mn_C2P2-pen,-pen
Mn,4,Mn_C2S2-hex,-hex
Mn,4,Mn_C2S2-opp,-opp
Mn,4,Mn_C2S2-pen,-pen
Mn,4,Mn_C3N1,
Mn,4,Mn_C3O1,
Mn,4,Mn_C3P1,
Mn,4,Mn_C3S1,
Mn,4,Mn_C4,
Mn,4,Mn_N1O1P1S1,
Mn,4,Mn_N1O1P2-hex,-hex
Mn,4,Mn_N1O1P2-opp,-opp
Mn,4,Mn_N1O1P2-pen,-pen
Mn,4,Mn_N1O1S2-hex,-hex
Mn,4,Mn_N1O1S2-opp,-opp
Mn,4,Mn_N1O1S2-pen,-pen
Mn,4,Mn_N1O2P1-hex,-hex
Mn,4,Mn_N1O2P1-opp,-opp
Mn,4,Mn_N1O2P1-pen,-pen
Mn,4,Mn_N1O2S1-hex,-hex
Mn,4,Mn_N1O2S1-opp,-opp
Mn,4,Mn_N1O2S1-pen,-pen
Mn,4,Mn_N1O3,
Mn,4,Mn_N1P1S2-hex,-hex
Mn,4,Mn_N1P1S2-opp,-opp
Mn,4,Mn_N1P1S2-pen,-pen
Mn,4,Mn_N1P2S1-hex,-hex
Mn,4,Mn_N1P2S1-opp,-opp
Mn,4,Mn_N1P2S1-pen,-pen
Mn,4,Mn_N1P3,
Mn,4,Mn_N1S3,
Mn,4,Mn_N2O1P1-hex,-hex
Mn,4,Mn_N2O1P1-opp,-opp
Mn,4,Mn_N2O1P1-pen,-pen
Mn,4,Mn_N2O1S1-hex,-hex
Mn,4,Mn_N2O1S1-opp,-opp
Mn,4,Mn_N2O1S1-pen,-pen
Mn,4,Mn_N2O2-hex,-hex
Mn,4,Mn_N2O2-opp,-opp
Mn,4,Mn_N2O2-pen,-pen
Mn,4,Mn_N2P1S1-hex,-hex
Mn,4,Mn_N2P1S1-opp,-opp
Mn,4,Mn_N2P1S1-pen,-pen
Mn,4,Mn_N2P2-hex,-hex
Mn,4,Mn_N2P2-opp,-opp
Mn,4,Mn_N2P2-pen,-pen
Mn,4,Mn_N2S2-hex,-hex
Mn,4,Mn_N2S2-opp,-opp
Mn,4,Mn_N2S2-pen,-pen
Mn,4,Mn_N3O1,
Mn,4,Mn_N3P1,
Mn,4,Mn_N3S1,
Mn,4,Mn_N4,
Mn,4,Mn_O1P1S2-hex,-hex
Mn,4,Mn_O1P1S2-opp,-opp
Mn,4,Mn_O1P1S2-pen,-pen
Mn,4,Mn_O1P2S1-hex,-hex
Mn,4,Mn_O1P2S1-opp,-opp
Mn,4,Mn_O1P2S1-pen,-pen
Mn,4,Mn_O1P3,
Mn,4,Mn_O1S3,
Mn,4,Mn_O2P1S1-hex,-hex
Mn,4,Mn_O2P1S1-opp,-opp
Mn,4,Mn_O2P1S1-pen,-pen
Mn,4,Mn_O2P2-hex,-hex
Mn,4,Mn_O2P2-opp,-opp
Mn,4,Mn_O2P2-pen,-pen
Mn,4,Mn_O2S2-hex,-hex
Mn,4,Mn_O2S2-opp,-opp
Mn,4,Mn_O2S2-pen,-pen
Mn,4,Mn_O3P1,
Mn,4,Mn_O3S1,
Mn,4,Mn_O4,
Mn,4,Mn_P1S3,
Mn,4,Mn_P2S2-hex,-hex
Mn,4,Mn_P2S2-opp,-opp
Mn,4,Mn_P2S2-pen,-pen
Mn,4,Mn_P3S1,
Mn,4,Mn_P4,
Mn,4,Mn_S4,
Mo,3,Mo_B1C1N1,
Mo,3,Mo_B1C1O1,
Mo,3,Mo_B1C1P1,
Mo,3,Mo_B1C1S1,
Mo,3,Mo_B1C2,
Mo,3,Mo_B1N1O1,
Mo,3,Mo_B1N1P1,
Mo,3,Mo_B1N1S1,
Mo,3,Mo_B1N2,
Mo,3,Mo_B1O1P1,
Mo,3,Mo_B1O1S1,
Mo,3,Mo_B1O2,
Mo,3,Mo_B1P1S1,
Mo,3,Mo_B1P2,
Mo,3,Mo_B1S2,
Mo,3,Mo_B2C1,
Mo,3,Mo_B2N1,
Mo,3,Mo_B2O1,
Mo,3,Mo_B2P1,
Mo,3,Mo_B2S1,
Mo,3,Mo_B3,
Mo,3,Mo_C1N1O1,
Mo,3,Mo_C1N1P1,
Mo,3,Mo_C1N1S1,
Mo,3,Mo_C1N2,
Mo,3,Mo_C1O1P1,
Mo,3,Mo_C1O1S1,
Mo,3,Mo_C1O2,
Mo,3,Mo_C1P1S1,
Mo,3,Mo_C1P2,
Mo,3,Mo_C1S2,
Mo,3,Mo_C2N1,
Mo,3,Mo_C2O1,
Mo,3,Mo_C2P1,
Mo,3,Mo_C2S1,
Mo,3,Mo_C3,
Mo,3,Mo_N1O1P1,
Mo,3,Mo_N1O1S1,
Mo,3,Mo_N1O2,
Mo,3,Mo_N1P1S1,
Mo,3,Mo_N1P2,
Mo,3,Mo_N1S2,
Mo,3,Mo_N2O1,
Mo,3,Mo_N2P1,
Mo,3,Mo_N2S1,
Mo,3,Mo_N3,
Mo,3,Mo_O1P1S1,
Mo,3,Mo_O1P2,
Mo,3,Mo_O1S2,
Mo,3,Mo_O2P1,
Mo,3,Mo_O2S1,
Mo,3,Mo_O3,
Mo,3,Mo_P1S2,
Mo,3,Mo_P2S1,
Mo,3,Mo_P3,
Mo,3,Mo_S3,
Mo,4,Mo_B1C1N1O1,
Mo,4,Mo_B1C1N1P1,
Mo,4,Mo_B1C1N1S1,
Mo,4,Mo_B1C1N2-hex,-hex
Mo,4,Mo_B1C1N2-opp,-opp
Mo,4,Mo_B1C1N2-pen,-pen
Mo,4,Mo_B1C1O1P1,
Mo,4,Mo_B1C1O1S1,
Mo,4,Mo_B1C1O2-hex,-hex
Mo,4,Mo_B1C1O2-opp,-opp
Mo,4,Mo_B1C1O2-pen,-pen
Mo,4,Mo_B1C1P1S1,
Mo,4,Mo_B1C1P2-hex,-hex
Mo,4,Mo_B1C1P2-opp,-opp
Mo,4,Mo_B1C1P2-pen,-pen
Mo,4,Mo_B1C1S2-hex,-hex
Mo,4,Mo_B1C1S2-opp,-opp
Mo,4,Mo_B1C1S2-pen,-pen
Mo,4,Mo_B1C2N1-hex,-hex
Mo,4,Mo_B1C2N1-opp,-opp
Mo,4,Mo_B1C2N1-pen,-pen
Mo,4,Mo_B1C2O1-hex,-hex
Mo,4,Mo_B1C2O1-opp,-opp
Mo,4,Mo_B1C2O1-pen,-pen
Mo,4,Mo_B1C2P1-hex,-hex
Mo,4,Mo_B1C2P1-opp,-opp
Mo,4,Mo_B1C2P1-pen,-pen
Mo,4,Mo_B1C2S1-hex,-hex
Mo,4,Mo_B1C2S1-opp,-opp
Mo,4,Mo_B1C2S1-pen,-pen
Mo,4,Mo_B1C3,
Mo,4,Mo_B1N1O1P1,
Mo,4,Mo_B1N1O1S1,
Mo,4,Mo_B1N1O2-hex,-hex
Mo,4,Mo_B1N1O2-opp,-opp
Mo,4,Mo_B1N1O2-pen,-pen
Mo,4,Mo_B1N1P1S1,
Mo,4,Mo_B1N1P2-hex,-hex
Mo,4,Mo_B1N1P2-opp,-opp
Mo,4,Mo_B1N1P2-pen,-pen
Mo,4,Mo_B1N1S2-hex,-hex
Mo,4,Mo_B1N1S2-opp,-opp
Mo,4,Mo_B1N1S2-pen,-pen
Mo,4,Mo_B1N2O1-hex,-hex
Mo,4,Mo_B1N2O1-opp,-opp
Mo,4,Mo_B1N2O1-pen,-pen
Mo,4,Mo_B1N2P1-hex,-hex
Mo,4,Mo_B1N2P1-opp,-opp
Mo,4,Mo_B1N2P1-pen,-pen
Mo,4,Mo_B1N2S1-hex,-hex
Mo,4,Mo_B1N2S1-opp,-opp
Mo,4,Mo_B1N2S1-pen,-pen
Mo,4,Mo_B1N3,
Mo,4,Mo_B1O1P1S1,
Mo,4,Mo_B1O1P2-hex,-hex
Mo,4,Mo_B1O1P2-opp,-opp
Mo,4,Mo_B1O1P2-pen,-pen
Mo,4,Mo_B1O1S2-hex,-hex
Mo,4,Mo_B1O1S2-opp,-opp
Mo,4,Mo_B1O1S2-pen,-pen
Mo,4,Mo_B1O2P1-hex,-hex
Mo,4,Mo_B1O2P1-opp,-opp
