metal,coord,structure,variant
Hf,4,Hf_B2C1P1-hex,-hex
Hf,4,Hf_B2C1P1-opp,-opp
Hf,4,Hf_B2C1P1-pen,-pen
Hf,4,Hf_B2C1S1-hex,-hex
Hf,4,Hf_B2C1S1-opp,-opp
Hf,4,Hf_B2C1S1-pen,-pen
Hf,4,Hf_B2C2-hex,-hex
Hf,4,Hf_B2C2-opp,-opp
Hf,4,Hf_B2C2-pen,-pen
Hf,4,Hf_B2N1O1-hex,-hex
Hf,4,Hf_B2N1O1-opp,-opp
Hf,4,Hf_B2N1O1-pen,-pen
Hf,4,Hf_B2N1P1-hex,-hex
Hf,4,Hf_B2N1P1-opp,-opp
Hf,4,Hf_B2N1P1-pen,-pen
Hf,4,Hf_B2N1S1-hex,-hex
Hf,4,Hf_B2N1S1-opp,-opp
Hf,4,Hf_B2N1S1-pen,-pen
Hf,4,Hf_B2N2-hex,-hex
Hf,4,Hf_B2N2-opp,-opp
Hf,4,Hf_B2N2-pen,-pen
Hf,4,Hf_B2O1P1-hex,-hex
Hf,4,Hf_B2O1P1-opp,-opp
Hf,4,Hf_B2O1P1-pen,-pen
Hf,4,Hf_B2O1S1-hex,-hex
Hf,4,Hf_B2O1S1-opp,-opp
Hf,4,Hf_B2O1S1-pen,-pen
Hf,4,Hf_B2O2-hex,-hex
Hf,4,Hf_B2O2-opp,-opp
Hf,4,Hf_B2O2-pen,-pen
Hf,4,Hf_B2P1S1-hex,-hex
Hf,4,Hf_B2P1S1-opp,-opp
Hf,4,Hf_B2P1S1-pen,-pen
Hf,4,Hf_B2P2-hex,-hex
Hf,4,Hf_B2P2-opp,-opp
Hf,4,Hf_B2P2-pen,-pen
Hf,4,Hf_B2S2-hex,-hex
Hf,4,Hf_B2S2-opp,-opp
Hf,4,Hf_B2S2-pen,-pen
Hf,4,Hf_B3C1,
Hf,4,Hf_B3N1,
Hf,4,Hf_B3O1,
Hf,4,Hf_B3P1,
Hf,4,Hf_B3S1,
Hf,4,Hf_B4,
Hf,4,Hf_C1N1O1P1,
Hf,4,Hf_C1N1O1S1,
Hf,4,Hf_C1N1O2-hex,-hex
Hf,4,Hf_C1N1O2-opp,-opp
Hf,4,Hf_C1N1O2-pen,-pen
Hf,4,Hf_C1N1P1S1,
Hf,4,Hf_C1N1P2-hex,-hex
Hf,4,Hf_C1N1P2-opp,-opp
Hf,4,Hf_C1N1P2-pen,-pen
Hf,4,Hf_C1N1S2-hex,-hex
Hf,4,Hf_C1N1S2-opp,-opp
Hf,4,Hf_C1N1S2-pen,-pen
Hf,4,Hf_C1N2O1-hex,-hex
Hf,4,Hf_C1N2O1-opp,-opp
Hf,4,Hf_C1N2O1-pen,-pen
Hf,4,Hf_C1N2P1-hex,-hex
Hf,4,Hf_C1N2P1-opp,-opp
Hf,4,Hf_C1N2P1-pen,-pen
Hf,4,Hf_C1N2S1-hex,-hex
Hf,4,Hf_C1N2S1-opp,-opp
Hf,4,Hf_C1N2S1-pen,-pen
Hf,4,Hf_C1N3,
Hf,4,Hf_C1O1P1S1,
Hf,4,Hf_C1O1P2-hex,-hex
Hf,4,Hf_C1O1P2-opp,-opp
Hf,4,Hf_C1O1P2-pen,-pen
Hf,4,Hf_C1O1S2-hex,-hex
Hf,4,Hf_C1O1S2-opp,-opp
Hf,4,Hf_C1O1S2-pen,-pen
Hf,4,Hf_C1O2P1-hex,-hex
Hf,4,Hf_C1O2P1-opp,-opp
Hf,4,Hf_C1O2P1-pen,-pen
Hf,4,Hf_C1O2S1-hex,-hex
Hf,4,Hf_C1O2S1-opp,-opp
Hf,4,Hf_C1O2S1-pen,-pen
Hf,4,Hf_C1O3,
Hf,4,Hf_C1P1S2-hex,-hex
Hf,4,Hf_C1P1S2-opp,-opp
Hf,4,Hf_C1P1S2-pen,-pen
Hf,4,Hf_C1P2S1-hex,-hex
Hf,4,Hf_C1P2S1-opp,-opp
Hf,4,Hf_C1P2S1-pen,-pen
Hf,4,Hf_C1P3,
Hf,4,Hf_C1S3,
Hf,4,Hf_C2N1O1-hex,-hex
Hf,4,Hf_C2N1O1-opp,-opp
Hf,4,Hf_C2N1O1-pen,-pen
Hf,4,Hf_C2N1P1-hex,-hex
Hf,4,Hf_C2N1P1-opp,-opp
Hf,4,Hf_C2N1P1-pen,-pen
Hf,4,Hf_C2N1S1-hex,-hex
Hf,4,Hf_C2N1S1-opp,-opp
Hf,4,Hf_C2N1S1-pen,-pen
Hf,4,Hf_C2N2-hex,-hex
Hf,4,Hf_C2N2-opp,-opp
Hf,4,Hf_C2N2-pen,-pen
Hf,4,Hf_C2O1P1-hex,-hex
Hf,4,Hf_C2O1P1-opp,-opp
Hf,4,Hf_C2O1P1-pen,-pen
Hf,4,Hf_C2O1S1-hex,-hex
Hf,4,Hf_C2O1S1-opp,-opp
Hf,4,Hf_C2O1S1-pen,-pen
Hf,4,Hf_C2O2-hex,-hex
Hf,4,Hf_C2O2-opp,-opp
Hf,4,Hf_C2O2-pen,-pen
Hf,4,Hf_C2P1S1-hex,-hex
Hf,4,Hf_C2P1S1-opp,-opp
Hf,4,Hf_C2P1S1-pen,-pen
Hf,4,Hf_C2P2-hex,-hex
Hf,4,Hf_C2P2-opp,-opp
Hf,4,Hf_C2P2-pen,-pen
Hf,4,Hf_C2S2-hex,-hex
Hf,4,Hf_C2S2-opp,-opp
Hf,4,Hf_C2S2-pen,-pen
Hf,4,Hf_C3N1,
Hf,4,Hf_C3O1,
Hf,4,Hf_C3P1,
Hf,4,Hf_C3S1,
Hf,4,Hf_C4,
Hf,4,Hf_N1O1P1S1,
Hf,4,Hf_N1O1P2-hex,-hex
Hf,4,Hf_N1O1P2-opp,-opp
Hf,4,Hf_N1O1P2-pen,-pen
Hf,4,Hf_N1O1S2-hex,-hex
Hf,4,Hf_N1O1S2-opp,-opp
Hf,4,Hf_N1O1S2-pen,-pen
Hf,4,Hf_N1O2P1-hex,-hex
Hf,4,Hf_N1O2P1-opp,-opp
Hf,4,Hf_N1O2P1-pen,-pen
Hf,4,Hf_N1O2S1-hex,-hex
Hf,4,Hf_N1O2S1-opp,-opp
Hf,4,Hf_N1O2S1-pen,-pen
Hf,4,Hf_N1O3,
Hf,4,Hf_N1P1S2-hex,-hex
Hf,4,Hf_N1P1S2-opp,-opp
Hf,4,Hf_N1P1S2-pen,-pen
Hf,4,Hf_N1P2S1-hex,-hex
Hf,4,Hf_N1P2S1-opp,-opp
Hf,4,Hf_N1P2S1-pen,-pen
Hf,4,Hf_N1P3,
Hf,4,Hf_N1S3,
Hf,4,Hf_N2O1P1-hex,-hex
Hf,4,Hf_N2O1P1-opp,-opp
Hf,4,Hf_N2O1P1-pen,-pen
Hf,4,Hf_N2O1S1-hex,-hex
Hf,4,Hf_N2O1S1-opp,-opp
Hf,4,Hf_N2O1S1-pen,-pen
Hf,4,Hf_N2O2-hex,-hex
Hf,4,Hf_N2O2-opp,-opp
Hf,4,Hf_N2O2-pen,-pen
Hf,4,Hf_N2P1S1-hex,-hex
Hf,4,Hf_N2P1S1-opp,-opp
Hf,4,Hf_N2P1S1-pen,-pen
Hf,4,Hf_N2P2-hex,-hex
Hf,4,Hf_N2P2-opp,-opp
Hf,4,Hf_N2P2-pen,-pen
Hf,4,Hf_N2S2-hex,-hex
Hf,4,Hf_N2S2-opp,-opp
Hf,4,Hf_N2S2-pen,-pen
Hf,4,Hf_N3O1,
Hf,4,Hf_N3P1,
Hf,4,Hf_N3S1,
Hf,4,Hf_N4,
Hf,4,Hf_O1P1S2-hex,-hex
Hf,4,Hf_O1P1S2-opp,-opp
Hf,4,Hf_O1P1S2-pen,-pen
Hf,4,Hf_O1P2S1-hex,-hex
Hf,4,Hf_O1P2S1-opp,-opp
Hf,4,Hf_O1P2S1-pen,-pen
Hf,4,Hf_O1P3,
Hf,4,Hf_O1S3,
Hf,4,Hf_O2P1S1-hex,-hex
Hf,4,Hf_O2P1S1-opp,-opp
Hf,4,Hf_O2P1S1-pen,-pen
Hf,4,Hf_O2P2-hex,-hex
Hf,4,Hf_O2P2-opp,-opp
Hf,4,Hf_O2P2-pen,-pen
Hf,4,Hf_O2S2-hex,-hex
Hf,4,Hf_O2S2-opp,-opp
Hf,4,Hf_O2S2-pen,-pen
Hf,4,Hf_O3P1,
Hf,4,Hf_O3S1,
Hf,4,Hf_O4,
Hf,4,Hf_P1S3,
Hf,4,Hf_P2S2-hex,-hex
Hf,4,Hf_P2S2-opp,-opp
Hf,4,Hf_P2S2-pen,-pen
Hf,4,Hf_P3S1,
Hf,4,Hf_P4,
Hf,4,Hf_S4,
Hg,3,Hg_B1C1N1,
Hg,3,Hg_B1C1O1,
Hg,3,Hg_B1C1P1,
Hg,3,Hg_B1C1S1,
Hg,3,Hg_B1C2,
Hg,3,Hg_B1N1O1,
Hg,3,Hg_B1N1P1,
Hg,3,Hg_B1N1S1,
Hg,3,Hg_B1N2,
Hg,3,Hg_B1O1P1,
Hg,3,Hg_B1O1S1,
Hg,3,Hg_B1O2,
Hg,3,Hg_B1P1S1,
Hg,3,Hg_B1P2,
Hg,3,Hg_B1S2,
Hg,3,Hg_B2C1,
Hg,3,Hg_B2N1,
Hg,3,Hg_B2O1,
Hg,3,Hg_B2P1,
Hg,3,Hg_B2S1,
Hg,3,Hg_B3,
Hg,3,Hg_C1N1O1,
Hg,3,Hg_C1N1P1,
Hg,3,Hg_C1N1S1,
Hg,3,Hg_C1N2,
Hg,3,Hg_C1O1P1,
Hg,3,Hg_C1O1S1,
Hg,3,Hg_C1O2,
Hg,3,Hg_C1P1S1,
Hg,3,Hg_C1P2,
Hg,3,Hg_C1S2,
Hg,3,Hg_C2N1,
Hg,3,Hg_C2O1,
Hg,3,Hg_C2P1,
Hg,3,Hg_C2S1,
Hg,3,Hg_C3,
Hg,3,Hg_N1O1P1,
Hg,3,Hg_N1O1S1,
Hg,3,Hg_N1O2,
Hg,3,Hg_N1P1S1,
Hg,3,Hg_N1P2,
Hg,3,Hg_N1S2,
Hg,3,Hg_N2O1,
Hg,3,Hg_N2P1,
Hg,3,Hg_N2S1,
Hg,3,Hg_N3,
Hg,3,Hg_O1P1S1,
Hg,3,Hg_O1P2,
Hg,3,Hg_O1S2,
Hg,3,Hg_O2P1,
Hg,3,Hg_O2S1,
Hg,3,Hg_O3,
Hg,3,Hg_P1S2,
Hg,3,Hg_P2S1,
Hg,3,Hg_P3,
Hg,3,Hg_S3,
Hg,4,Hg_B1C1N1O1,
Hg,4,Hg_B1C1N1P1,
Hg,4,Hg_B1C1N1S1,
Hg,4,Hg_B1C1N2-hex,-hex
Hg,4,Hg_B1C1N2-opp,-opp
Hg,4,Hg_B1C1N2-pen,-pen
Hg,4,Hg_B1C1O1P1,
Hg,4,Hg_B1C1O1S1,
Hg,4,Hg_B1C1O2-hex,-hex
Hg,4,Hg_B1C1O2-opp,-opp
Hg,4,Hg_B1C1O2-pen,-pen
Hg,4,Hg_B1C1P1S1,
Hg,4,Hg_B1C1P2-hex,-hex
Hg,4,Hg_B1C1P2-opp,-opp
Hg,4,Hg_B1C1P2-pen,-pen
Hg,4,Hg_B1C1S2-hex,-hex
Hg,4,Hg_B1C1S2-opp,-opp
Hg,4,Hg_B1C1S2-pen,-pen
Hg,4,Hg_B1C2N1-hex,-hex
Hg,4,Hg_B1C2N1-opp,-opp
Hg,4,Hg_B1C2N1-pen,-pen
Hg,4,Hg_B1C2O1-hex,-hex
Hg,4,Hg_B1C2O1-opp,-opp
Hg,4,Hg_B1C2O1-pen,-pen
Hg,4,Hg_B1C2P1-hex,-hex
Hg,4,Hg_B1C2P1-opp,-opp
Hg,4,Hg_B1C2P1-pen,-pen
Hg,4,Hg_B1C2S1-hex,-hex
Hg,4,Hg_B1C2S1-opp,-opp
Hg,4,Hg_B1C2S1-pen,-pen
Hg,4,Hg_B1C3,
Hg,4,Hg_B1N1O1P1,
Hg,4,Hg_B1N1O1S1,
Hg,4,Hg_B1N1O2-hex,-hex
Hg,4,Hg_B1N1O2-opp,-opp
Hg,4,Hg_B1N1O2-pen,-pen
Hg,4,Hg_B1N1P1S1,
Hg,4,Hg_B1N1P2-hex,-hex
Hg,4,Hg_B1N1P2-opp,-opp
Hg,4,Hg_B1N1P2-pen,-pen
Hg,4,Hg_B1N1S2-hex,-hex
Hg,4,Hg_B1N1S2-opp,-opp
Hg,4,Hg_B1N1S2-pen,-pen
Hg,4,Hg_B1N2O1-hex,-hex
Hg,4,Hg_B1N2O1-opp,-opp
Hg,4,Hg_B1N2O1-pen,-pen
Hg,4,Hg_B1N2P1-hex,-hex
Hg,4,Hg_B1N2P1-opp,-opp
Hg,4,Hg_B1N2P1-pen,-pen
Hg,4,Hg_B1N2S1-hex,-hex
Hg,4,Hg_B1N2S1-opp,-opp
Hg,4,Hg_B1N2S1-pen,-pen
Hg,4,Hg_B1N3,
Hg,4,Hg_B1O1P1S1,
Hg,4,Hg_B1O1P2-hex,-hex
Hg,4,Hg_B1O1P2-opp,-opp
Hg,4,Hg_B1O1P2-pen,-pen
Hg,4,Hg_B1O1S2-hex,-hex
Hg,4,Hg_B1O1S2-opp,-opp
Hg,4,Hg_B1O1S2-pen,-pen
Hg,4,Hg_B1O2P1-hex,-hex
Hg,4,Hg_B1O2P1-opp,-opp
Hg,4,Hg_B1O2P1-pen,-pen
Hg,4,Hg_B1O2S1-hex,-hex
Hg,4,Hg_B1O2S1-opp,-opp
Hg,4,Hg_B1O2S1-pen,-pen
Hg,4,Hg_B1O3,
Hg,4,Hg_B1P1S2-hex,-hex
Hg,4,Hg_B1P1S2-opp,-opp
Hg,4,Hg_B1P1S2-pen,-pen
Hg,4,Hg_B1P2S1-hex,-hex
Hg,4,Hg_B1P2S1-opp,-opp
Hg,4,Hg_B1P2S1-pen,-pen
Hg,4,Hg_B1P3,
Hg,4,Hg_B1S3,
Hg,4,Hg_B2C1N1-hex,-hex
Hg,4,Hg_B2C1N1-opp,-opp
Hg,4,Hg_B2C1N1-pen,-pen
Hg,4,Hg_B2C1O1-hex,-hex
Hg,4,Hg_B2C1O1-opp,-opp
Hg,4,Hg_B2C1O1-pen,-pen
Hg,4,Hg_B2C1P1-hex,-hex
Hg,4,Hg_B2C1P1-opp,-opp
Hg,4,Hg_B2C1P1-pen,-pen
Hg,4,Hg_B2C1S1-hex,-hex
Hg,4,Hg_B2C1S1-opp,-opp
Hg,4,Hg_B2C1S1-pen,-pen
Hg,4,Hg_B2C2-hex,-hex
Hg,4,Hg_B2C2-opp,-opp
Hg,4,Hg_B2C2-pen,-pen
Hg,4,Hg_B2N1O1-hex,-hex
Hg,4,Hg_B2N1O1-opp,-opp
Hg,4,Hg_B2N1O1-pen,-pen
Hg,4,Hg_B2N1P1-hex,-hex
Hg,4,Hg_B2N1P1-opp,-opp
Hg,4,Hg_B2N1P1-pen,-pen
Hg,4,Hg_B2N1S1-hex,-hex
Hg,4,Hg_B2N1S1-opp,-opp
Hg,4,Hg_B2N1S1-pen,-pen
Hg,4,Hg_B2N2-hex,-hex
Hg,4,Hg_B2N2-opp,-opp
Hg,4,Hg_B2N2-pen,-pen
Hg,4,Hg_B2O1P1-hex,-hex
Hg,4,Hg_B2O1P1-opp,-opp
Hg,4,Hg_B2O1P1-pen,-pen
Hg,4,Hg_B2O1S1-hex,-hex
Hg,4,Hg_B2O1S1-opp,-opp
Hg,4,Hg_B2O1S1-pen,-pen
Hg,4,Hg_B2O2-hex,-hex
Hg,4,Hg_B2O2-opp,-opp
Hg,4,Hg_B2O2-pen,-pen
Hg,4,Hg_B2P1S1-hex,-hex
Hg,4,Hg_B2P1S1-opp,-opp
Hg,4,Hg_B2P1S1-pen,-pen
Hg,4,Hg_B2P2-hex,-hex
Hg,4,Hg_B2P2-opp,-opp
Hg,4,Hg_B2P2-pen,-pen
Hg,4,Hg_B2S2-hex,-hex
Hg,4,Hg_B2S2-opp,-opp
Hg,4,Hg_B2S2-pen,-pen
Hg,4,Hg_B3C1,
Hg,4,Hg_B3N1,
Hg,4,Hg_B3O1,
Hg,4,Hg_B3P1,
Hg,4,Hg_B3S1,
Hg,4,Hg_B4,
Hg,4,Hg_C1N1O1P1,
Hg,4,Hg_C1N1O1S1,
Hg,4,Hg_C1N1O2-hex,-hex
Hg,4,Hg_C1N1O2-opp,-opp
Hg,4,Hg_C1N1O2-pen,-pen
Hg,4,Hg_C1N1P1S1,
Hg,4,Hg_C1N1P2-hex,-hex
Hg,4,Hg_C1N1P2-opp,-opp
Hg,4,Hg_C1N1P2-pen,-pen
Hg,4,Hg_C1N1S2-hex,-hex
Hg,4,Hg_C1N1S2-opp,-opp
Hg,4,Hg_C1N1S2-pen,-pen
Hg,4,Hg_C1N2O1-hex,-hex
Hg,4,Hg_C1N2O1-opp,-opp
Hg,4,Hg_C1N2O1-pen,-pen
Hg,4,Hg_C1N2P1-hex,-hex
Hg,4,Hg_C1N2P1-opp,-opp
Hg,4,Hg_C1N2P1-pen,-pen
Hg,4,Hg_C1N2S1-hex,-hex
Hg,4,Hg_C1N2S1-opp,-opp
Hg,4,Hg_C1N2S1-pen,-pen
Hg,4,Hg_C1N3,
Hg,4,Hg_C1O1P1S1,
Hg,4,Hg_C1O1P2-hex,-hex
Hg,4,Hg_C1O1P2-opp,-opp
Hg,4,Hg_C1O1P2-pen,-pen
Hg,4,Hg_C1O1S2-hex,-hex
Hg,4,Hg_C1O1S2-opp,-opp
Hg,4,Hg_C1O1S2-pen,-pen
Hg,4,Hg_C1O2P1-hex,-hex
Hg,4,Hg_C1O2P1-opp,-opp
Hg,4,Hg_C1O2P1-pen,-pen
Hg,4,Hg_C1O2S1-hex,-hex
Hg,4,Hg_C1O2S1-opp,-opp
Hg,4,Hg_C1O2S1-pen,-pen
Hg,4,Hg_C1O3,
Hg,4,Hg_C1P1S2-hex,-hex
Hg,4,Hg_C1P1S2-opp,-opp
Hg,4,Hg_C1P1S2-pen,-pen
Hg,4,Hg_C1P2S1-hex,-hex
Hg,4,Hg_C1P2S1-opp,-opp
Hg,4,Hg_C1P2S1-pen,-pen
Hg,4,Hg_C1P3,
Hg,4,Hg_C1S3,
Hg,4,Hg_C2N1O1-hex,-hex
Hg,4,Hg_C2N1O1-opp,-opp
Hg,4,Hg_C2N1O1-pen,-pen
Hg,4,Hg_C2N1P1-hex,-hex
Hg,4,Hg_C2N1P1-opp,-opp
Hg,4,Hg_C2N1P1-pen,-pen
Hg,4,Hg_C2N1S1-hex,-hex
Hg,4,Hg_C2N1S1-opp,-opp
Hg,4,Hg_C2N1S1-pen,-pen
Hg,4,Hg_C2N2-hex,-hex
Hg,4,Hg_C2N2-opp,-opp
Hg,4,Hg_C2N2-pen,-pen
Hg,4,Hg_C2O1P1-hex,-hex
Hg,4,Hg_C2O1P1-opp,-opp
Hg,4,Hg_C2O1P1-pen,-pen
Hg,4,Hg_C2O1S1-hex,-hex
Hg,4,Hg_C2O1S1-opp,-opp
Hg,4,Hg_C2O1S1-pen,-pen
Hg,4,Hg_C2O2-hex,-hex
Hg,4,Hg_C2O2-opp,-opp
Hg,4,Hg_C2O2-pen,-pen
Hg,4,Hg_C2P1S1-hex,-hex
Hg,4,Hg_C2P1S1-opp,-opp
Hg,4,Hg_C2P1S1-pen,-pen
Hg,4,Hg_C2P2-hex,-hex
Hg,4,Hg_C2P2-opp,-opp
Hg,4,Hg_C2P2-pen,-pen
Hg,4,Hg_C2S2-hex,-hex
Hg,4,Hg_C2S2-opp,-opp
Hg,4,Hg_C2S2-pen,-pen
Hg,4,Hg_C3N1,
Hg,4,Hg_C3O1,
Hg,4,Hg_C3P1,
Hg,4,Hg_C3S1,
Hg,4,Hg_C4,
Hg,4,Hg_N1O1P1S1,
Hg,4,Hg_N1O1P2-hex,-hex
Hg,4,Hg_N1O1P2-opp,-opp
Hg,4,Hg_N1O1P2-pen,-pen
Hg,4,Hg_N1O1S2-hex,-hex
Hg,4,Hg_N1O1S2-opp,-opp
Hg,4,Hg_N1O1S2-pen,-pen
Hg,4,Hg_N1O2P1-hex,-hex
Hg,4,Hg_N1O2P1-opp,-opp
Hg,4,Hg_N1O2P1-pen,-pen
Hg,4,Hg_N1O2S1-hex,-hex
Hg,4,Hg_N1O2S1-opp,-opp
Hg,4,Hg_N1O2S1-pen,-pen
Hg,4,Hg_N1O3,
Hg,4,Hg_N1P1S2-hex,-hex
Hg,4,Hg_N1P1S2-opp,-opp
Hg,4,Hg_N1P1S2-pen,-pen
Hg,4,Hg_N1P2S1-hex,-hex
Hg,4,Hg_N1P2S1-opp,-opp
Hg,4,Hg_N1P2S1-pen,-pen
Hg,4,Hg_N1P3,
Hg,4,Hg_N1S3,
Hg,4,Hg_N2O1P1-hex,-hex
Hg,4,Hg_N2O1P1-opp,-opp
Hg,4,Hg_N2O1P1-pen,-pen
Hg,4,Hg_N2O1S1-hex,-hex
Hg,4,Hg_N2O1S1-opp,-opp
Hg,4,Hg_N2O1S1-pen,-pen
Hg,4,Hg_N2O2-hex,-hex
Hg,4,Hg_N2O2-opp,-opp
Hg,4,Hg_N2O2-pen,-pen
Hg,4,Hg_N2P1S1-hex,-hex
Hg,4,Hg_N2P1S1-opp,-opp
Hg,4,Hg_N2P1S1-pen,-pen
Hg,4,Hg_N2P2-hex,-hex
Hg,4,Hg_N2P2-opp,-opp
Hg,4,Hg_N2P2-pen,-pen
Hg,4,Hg_N2S2-hex,-hex
Hg,4,Hg_N2S2-opp,-opp
Hg,4,Hg_N2S2-pen,-pen
Hg,4,Hg_N3O1,
Hg,4,Hg_N3P1,
Hg,4,Hg_N3S1,
Hg,4,Hg_N4,
Hg,4,Hg_O1P1S2-hex,-hex
Hg,4,Hg_O1P1S2-opp,-opp
Hg,4,Hg_O1P1S2-pen,-pen
Hg,4,Hg_O1P2S1-hex,-hex
Hg,4,Hg_O1P2S1-opp,-opp
Hg,4,Hg_O1P2S1-pen,-pen
Hg,4,Hg_O1P3,
Hg,4,Hg_O1S3,
Hg,4,Hg_O2P1S1-hex,-hex
Hg,4,Hg_O2P1S1-opp,-opp
Hg,4,Hg_O2P1S1-pen,-pen
Hg,4,Hg_O2P2-hex,-hex
Hg,4,Hg_O2P2-opp,-opp
Hg,4,Hg_O2P2-pen,-pen
Hg,4,Hg_O2S2-hex,-hex
Hg,4,Hg_O2S2-opp,-opp
Hg,4,Hg_O2S2-pen,-pen
Hg,4,Hg_O3P1,
Hg,4,Hg_O3S1,
Hg,4,Hg_O4,
Hg,4,Hg_P1S3,
Hg,4,Hg_P2S2-hex,-hex
Hg,4,Hg_P2S2-opp,-opp
Hg,4,Hg_P2S2-pen,-pen
Hg,4,Hg_P3S1,
Hg,4,Hg_P4,
Hg,4,Hg_S4,
Ir,3,Ir_B1C1N1,
Ir,3,Ir_B1C1O1,
Ir,3,Ir_B1C1P1,
Ir,3,Ir_B1C1S1,
Ir,3,Ir_B1C2,
Ir,3,Ir_B1N1O1,
Ir,3,Ir_B1N1P1,
Ir,3,Ir_B1N1S1,
Ir,3,Ir_B1N2,
Ir,3,Ir_B1O1P1,
Ir,3,Ir_B1O1S1,
Ir,3,Ir_B1O2,
Ir,3,Ir_B1P1S1,
Ir,3,Ir_B1P2,
Ir,3,Ir_B1S2,
Ir,3,Ir_B2C1,
Ir,3,Ir_B2N1,
Ir,3,Ir_B2O1,
Ir,3,Ir_B2P1,
Ir,3,Ir_B2S1,
Ir,3,Ir_B3,
Ir,3,Ir_C1N1O1,
Ir,3,Ir_C1N1P1,
Ir,3,Ir_C1N1S1,
Ir,3,Ir_C1N2,
Ir,3,Ir_C1O1P1,
Ir,3,Ir_C1O1S1,
Ir,3,Ir_C1O2,
Ir,3,Ir_C1P1S1,
Ir,3,Ir_C1P2,
Ir,3,Ir_C1S2,
Ir,3,Ir_C2N1,
Ir,3,Ir_C2O1,
Ir,3,Ir_C2P1,
Ir,3,Ir_C2S1,
Ir,3,Ir_C3,
Ir,3,Ir_N1O1P1,
Ir,3,Ir_N1O1S1,
Ir,3,Ir_N1O2,
Ir,3,Ir_N1P1S1,
Ir,3,Ir_N1P2,
Ir,3,Ir_N1S2,
Ir,3,Ir_N2O1,
Ir,3,Ir_N2P1,
Ir,3,Ir_N2S1,
Ir,3,Ir_N3,
Ir,3,Ir_O1P1S1,
Ir,3,Ir_O1P2,
Ir,3,Ir_O1S2,
Ir,3,Ir_O2P1,
Ir,3,Ir_O2S1,
Ir,3,Ir_O3,
Ir,3,Ir_P1S2,
Ir,3,Ir_P2S1,
Ir,3,Ir_P3,
Ir,3,Ir_S3,
Ir,4,Ir_B1C1N1O1,
Ir,4,Ir_B1C1N1P1,
Ir,4,Ir_B1C1N1S1,
Ir,4,Ir_B1C1N2-hex,-hex
Ir,4,Ir_B1C1N2-opp,-opp
Ir,4,Ir_B1C1N2-pen,-pen
Ir,4,Ir_B1C1O1P1,
Ir,4,Ir_B1C1O1S1,
Ir,4,Ir_B1C1O2-hex,-hex
Ir,4,Ir_B1C1O2-opp,-opp
Ir,4,Ir_B1C1O2-pen,-pen
Ir,4,Ir_B1C1P1S1,
Ir,4,Ir_B1C1P2-hex,-hex
Ir,4,Ir_B1C1P2-opp,-opp
Ir,4,Ir_B1C1P2-pen,-pen
Ir,4,Ir_B1C1S2-hex,-hex
Ir,4,Ir_B1C1S2-opp,-opp
Ir,4,Ir_B1C1S2-pen,-pen
Ir,4,Ir_B1C2N1-hex,-hex
Ir,4,Ir_B1C2N1-opp,-opp
Ir,4,Ir_B1C2N1-pen,-pen
Ir,4,Ir_B1C2O1-hex,-hex
Ir,4,Ir_B1C2O1-opp,-opp
Ir,4,Ir_B1C2O1-pen,-pen
Ir,4,Ir_B1C2P1-hex,-hex
Ir,4,Ir_B1C2P1-opp,-opp
Ir,4,Ir_B1C2P1-pen,-pen
Ir,4,Ir_B1C2S1-hex,-hex
Ir,4,Ir_B1C2S1-opp,-opp
Ir,4,Ir_B1C2S1-pen,-pen
Ir,4,Ir_B1C3,
Ir,4,Ir_B1N1O1P1,
Ir,4,Ir_B1N1O1S1,
Ir,4,Ir_B1N1O2-hex,-hex
Ir,4,Ir_B1N1O2-opp,-opp
Ir,4,Ir_B1N1O2-pen,-pen
Ir,4,Ir_B1N1P1S1,
Ir,4,Ir_B1N1P2-hex,-hex
Ir,4,Ir_B1N1P2-opp,-opp
Ir,4,Ir_B1N1P2-pen,-pen
Ir,4,Ir_B1N1S2-hex,-hex
Ir,4,Ir_B1N1S2-opp,-opp
Ir,4,Ir_B1N1S2-pen,-pen
Ir,4,Ir_B1N2O1-hex,-hex
Ir,4,Ir_B1N2O1-opp,-opp
Ir,4,Ir_B1N2O1-pen,-pen
Ir,4,Ir_B1N2P1-hex,-hex
Ir,4,Ir_B1N2P1-opp,-opp
Ir,4,Ir_B1N2P1-pen,-pen
Ir,4,Ir_B1N2S1-hex,-hex
Ir,4,Ir_B1N2S1-opp,-opp
Ir,4,Ir_B1N2S1-pen,-pen
Ir,4,Ir_B1N3,
Ir,4,Ir_B1O1P1S1,
Ir,4,Ir_B1O1P2-hex,-hex
Ir,4,Ir_B1O1P2-opp,-opp
Ir,4,Ir_B1O1P2-pen,-pen
Ir,4,Ir_B1O1S2-hex,-hex
Ir,4,Ir_B1O1S2-opp,-opp
Ir,4,Ir_B1O1S2-pen,-pen
Ir,4,Ir_B1O2P1-hex,-hex
Ir,4,Ir_B1O2P1-opp,-opp
Ir,4,Ir_B1O2P1-pen,-pen
Ir,4,Ir_B1O2S1-hex,-hex
Ir,4,Ir_B1O2S1-opp,-opp
Ir,4,Ir_B1O2S1-pen,-pen
Ir,4,Ir_B1O3,
Ir,4,Ir_B1P1S2-hex,-hex
Ir,4,Ir_B1P1S2-opp,-opp
Ir,4,Ir_B1P1S2-pen,-pen
Ir,4,Ir_B1P2S1-hex,-hex
